id,Y,F10,F15,F19,F2,F20,F21,F22,F23,F24,F27,F4,F5
3736,0,2,1,5425.0,0,2,0,12,0.680165702,1,0.457242905,0,0.0
3737,0,0,1,1800.0,0,2,0,3,0.007719691,2,0.002776235,0,0.0
3738,0,1,1,6639.66596413339,0,1,0,5,0.113238644,1,1223.0,0,0.0
3739,0,2,1,0.0,0,1,1,8,0.042715143,1,1662.0,0,3.0
3740,0,0,1,1250.0,0,1,65,2,0.00481456,1,0.001598721,0,0.0
3741,1,5,2,11700.0,0,1,0,14,0.149635473,1,0.800957183,0,1.0
3742,0,0,1,6083.0,0,2,1,16,0.019883105,1,0.028599606,0,0.0
3743,0,0,1,0.0,0,1,1,10,0.002452131,1,5.0,0,0.0
3744,0,1,1,2500.0,0,1,1,7,0.870407111,1,2.00159936,0,0.0
3745,0,0,1,4783.0,0,1,0,9,0.890881979,1,0.390259197,0,2.0
3746,0,1,1,6639.66596413339,0,1,0,10,0.083861148,1,2373.0,0,0.0
3747,1,0,1,8300.0,0,1,0,14,0.87234643,1,0.201180581,0,4.0
3748,1,1,1,11700.0,0,1,0,6,0.0,1,0.028630032,0,0.0
3749,1,2,1,3299.0,2,1,1,7,0.352061708,1,0.937272727,0,1.0
3750,0,1,1,5000.0,0,1,0,13,0.451176051,1,0.315536893,0,1.0
3751,0,1,1,2142.0,0,1,0,5,0.030886419,1,0.280914606,0,0.0
3752,0,1,1,5366.0,0,1,8,8,0.010740542,1,0.239239799,0,0.0
3753,0,2,1,6639.66596413339,0,1,0,12,0.426692473,1,3542.0,0,1.0
3754,0,1,1,4901.0,0,2,0,8,0.540444698,1,0.498572011,0,1.0
3755,0,1,1,3500.0,0,1,0,8,0.010891581,1,0.446158241,0,0.0
3756,0,3,1,7750.0,0,1,0,14,0.908219001,1,0.584440717,0,0.0
3757,0,1,1,6639.66596413339,0,1,113,8,0.091490894,1,2527.0,0,0.0
3758,0,1,1,2333.0,0,1,0,3,0.745254745,1,0.508140531,0,0.0
3759,1,1,1,5500.0,1,1,0,2,0.9999999,1,0.288311216,0,0.0
3760,0,0,1,6639.66596413339,0,1,0,3,0.0,1,242.0,0,0.0
3761,0,1,1,15000.0,0,1,2,5,0.9999999,1,0.316912206,0,2.0
3762,0,0,1,6639.66596413339,0,1,0,2,0.869478277,1,1052.0,0,0.0
3763,0,1,1,5431.0,0,1,1,6,0.214766362,1,0.253129602,0,1.0
3764,0,2,1,4711.0,0,1,2,10,0.108065064,1,0.495967742,0,0.0
3765,0,1,1,2500.0,0,1,35,5,0.001578781,1,0.361455418,0,0.0
3766,0,2,1,1269.0,0,1,0,6,0.01281047,1,0.269291339,0,2.0
3767,0,1,1,3608.0,0,1,0,7,0.14868995,1,0.184815738,0,2.0
3768,0,3,1,14430.0,0,1,0,10,0.889297619,1,0.330122653,0,1.0
3769,0,1,1,6639.66596413339,0,1,0,4,0.163063773,1,1409.0,0,0.0
3770,0,0,1,4844.0,0,1,0,5,0.815396839,1,0.145304438,0,3.0
3771,0,0,2,3216.0,0,1,19,4,0.862600821,1,0.174386074,0,1.0
3772,0,2,1,6050.0,0,1,1,7,0.114122147,1,0.273508511,0,0.0
3773,0,0,1,3000.0,0,1,0,1,0.279441118,1,0.001332889,0,1.0
3774,0,1,1,6988.0,0,2,0,14,0.458394178,1,0.604521391,0,0.0
3775,0,0,1,0.0,0,1,0,6,0.004030555,1,563.0,0,0.0
3776,0,2,1,6639.66596413339,0,1,1,9,0.315020048,1,3146.0,0,1.0
3777,0,1,1,9206.0,0,1,3,14,0.93972908,1,0.486803519,0,1.0
3778,0,0,1,3420.0,1,1,3,7,0.979198716,1,0.145863783,0,3.0
3779,1,0,1,2000.0,0,1,0,1,0.9999999,1,0.099950025,0,1.0
3780,0,4,1,10566.0,0,1,1,23,0.35632108,1,1.18330652,0,1.0
3781,0,4,1,6639.66596413339,0,1,0,14,0.238612707,1,7269.0,0,0.0
3782,0,0,1,1480.0,1,1,11,1,0.9999999,1,0.347738015,0,0.0
3783,0,0,1,6639.66596413339,0,1,1,7,0.037194064,1,54.0,0,0.7580948273206198
3784,0,0,1,6013.0,0,1,0,9,0.97282748,1,0.073495178,1,0.0
3785,0,0,1,4477.0,0,1,0,6,0.846606136,1,0.231576597,0,0.0
3786,0,2,1,11695.0,0,1,0,7,0.762931327,1,0.287106703,0,1.0
3787,0,0,1,4919.0,0,1,0,4,0.140722024,1,0.103252033,0,2.0
3788,0,2,1,5600.0,0,1,1,5,0.100882832,1,0.796821996,0,0.0
3789,0,1,1,2100.0,0,1,0,5,0.081215174,1,0.343169919,0,2.0
3790,0,0,1,3000.0,0,1,0,6,0.007476693,3,0.016327891,0,0.0
3791,0,2,1,12166.0,0,1,1,11,0.041698069,1,0.224952741,0,0.0
3792,0,1,1,4000.0,0,1,0,5,0.9999999,1,0.749562609,0,1.0
3793,0,2,1,16084.0,0,1,2,14,0.0408106,1,0.330929437,0,2.0
3794,0,0,1,3474.0,0,1,0,13,0.951601047,1,1.137266187,0,0.0
3795,0,1,1,6639.66596413339,0,1,0,7,0.595913734,1,3088.0,0,0.0
3796,0,0,1,7916.0,0,1,0,6,0.075426584,1,0.085512189,0,0.0
3797,0,0,1,6639.66596413339,0,1,1,6,0.04189128,1,30.0,0,0.0
3798,0,2,1,11600.0,0,1,8,6,0.9999999,1,0.27264891,0,2.0
3799,0,0,1,4000.0,0,1,5,9,0.116188171,1,0.043739065,0,0.0
3800,0,1,1,8300.0,0,1,0,4,0.132857421,1,0.278038791,0,3.0
3801,0,0,1,2100.0,0,1,0,1,0.9999999,1,0.0,0,0.0
3802,0,0,1,11144.0,0,1,2,9,0.036963343,1,0.117451772,0,2.0
3803,0,0,1,1583.0,0,2,0,1,0.9999999,1,0.0,0,0.0
3804,0,0,2,6639.66596413339,0,1,0,1,0.335483226,1,201.0,0,0.0
3805,0,1,1,6033.0,0,1,7,14,0.503265888,1,0.523533311,0,3.0
3806,0,1,1,5500.0,0,1,2,9,0.073653404,1,0.283039447,0,0.0
3807,0,0,1,6639.66596413339,0,1,0,1,0.9999999,1,59.0,0,0.0
3808,0,0,1,6639.66596413339,0,1,0,4,0.872361437,1,467.0,0,0.0
3809,0,0,1,4500.0,0,1,0,6,0.659565805,1,0.63363697,0,0.0
3810,0,0,1,6639.66596413339,0,1,0,6,0.0,1,12.0,0,0.0
3811,0,1,1,8050.0,0,1,0,6,0.027130865,1,0.256738293,0,1.0
3812,0,2,1,4750.0,0,1,0,10,0.279581864,1,0.503683435,0,0.0
3813,0,0,1,6639.66596413339,0,1,3,5,0.763121385,1,1934.0,0,0.0
3814,0,2,1,6639.66596413339,0,1,4,9,0.06826028,1,3603.0,0,0.0
3815,1,2,1,8416.0,0,1,6,5,0.523580115,1,0.681834383,0,0.0
3816,0,1,1,2500.0,0,1,0,8,0.142881688,1,1.207117153,0,0.0
3817,0,0,1,6639.66596413339,0,1,0,9,0.248978185,2,458.0,0,1.0
3818,0,0,1,1832.0,0,1,1,4,0.068819481,1,0.432624113,0,0.0
3819,0,0,1,5168.0,0,1,3,7,0.010635044,1,0.002514993,0,0.0
3820,1,0,1,4288.0,0,1,0,6,0.545738341,1,0.047097225,0,1.0
3821,0,2,1,0.0,0,1,0,8,0.022597285,1,1778.0,0,0.0
3822,0,1,1,8300.0,0,1,0,4,0.029412941,1,0.124322371,0,0.0
3823,0,0,1,5127.0,0,1,0,7,0.674457899,1,0.104329173,0,0.0
3824,0,1,1,0.0,1,1,0,11,0.491642458,1,2847.0,0,2.0
3825,0,0,1,3282.0,0,1,12,10,0.005108372,1,0.003959793,0,0.0
3826,0,1,1,5162.0,0,1,1,18,0.009213183,1,0.160178191,0,0.0
3827,0,0,1,4176.0,0,1,2553,4,0.081909841,1,0.34809672,0,2.0
3828,1,0,1,3000.0,0,1,0,14,0.973468435,1,0.405198267,0,0.0
3829,0,0,1,1698.0,0,1,0,4,0.759286581,1,0.408475574,0,1.0
3830,0,0,1,6639.66596413339,0,1,1,0,0.9999999,1,0.0,0,0.0
3831,1,0,1,1935.0,0,1,2,2,8.599600266,1,0.418904959,0,2.0
3832,0,1,1,4300.0,0,1,0,5,0.058085205,1,0.467565682,0,1.0
3833,0,1,1,6639.66596413339,1,1,2,10,0.250593404,1,2049.0,0,2.0
3834,0,2,1,7466.0,0,2,5,15,0.057770198,1,0.378867015,0,1.0
3835,0,0,1,3219.0,0,1,0,2,0.9999999,1,0.215838509,0,0.0
3836,0,2,1,3650.0,0,2,10,10,0.007511175,1,0.505067105,0,4.0
3837,0,2,1,7480.0,0,1,41,14,0.595500239,1,0.491110814,0,0.0
3838,0,2,1,6500.0,0,1,0,9,0.103724069,1,0.520842947,0,0.0
3839,0,0,1,6600.0,0,1,0,7,0.045507205,1,0.010604454,0,0.0
3840,0,0,1,6639.66596413339,0,1,0,3,0.49708721,1,195.0,0,0.0
3841,0,1,1,1900.0,0,1,0,6,0.001404901,1,0.379274066,0,0.0
3842,1,0,1,5500.0,0,2,1,48,0.241139918,1,0.187420469,0,0.0
3843,0,2,1,8333.0,0,2,0,12,0.268245741,1,0.40412767,0,2.0
3844,0,4,1,11164.0,0,1,0,15,0.332912919,1,0.547693686,0,0.0
3845,0,3,1,11500.0,0,1,0,13,0.32938915,1,0.732544996,0,2.0
3846,0,1,1,7300.0,0,1,2,8,0.111346301,2,0.46747021,0,4.0
3847,0,0,1,3700.0,1,1,0,5,0.575917057,1,0.088354499,0,0.0
3848,0,1,1,5416.0,0,1,0,6,0.0,1,0.281705741,0,0.0
3849,0,0,1,3825.0,0,1,1,2,0.726848767,1,0.082592786,0,2.0
3850,0,0,2,3258.0,0,1,2,3,0.073584152,1,0.082233814,0,0.0
3851,0,1,1,4333.0,0,1,0,18,0.04074705,1,0.599676973,0,0.0
3852,0,0,1,6639.66596413339,0,1,8,6,0.9999999,1,77.0,0,0.0
3853,0,0,1,6639.66596413339,0,1,0,8,1.269857969,1,915.0,0,1.0
3854,0,0,1,764.0,0,1,0,3,0.212595801,1,0.279738562,0,0.0
3855,0,1,1,5350.0,0,1,5,8,0.0,1,0.191552981,0,0.0
3856,0,3,1,4500.0,0,1,1,14,0.103708201,1,0.532770495,0,0.0
3857,0,0,1,1863.0,0,1,0,6,0.0,1,0.271995708,0,1.0
3858,1,0,1,3246.0,0,1,0,3,0.9999999,1,0.079457961,0,4.0
3859,0,1,1,6371.0,0,1,3,12,0.174660195,1,0.174042687,0,0.0
3860,0,4,1,6639.66596413339,0,1,1,14,0.900625466,1,8358.0,0,1.0
3861,1,2,1,3900.0,0,1,1,9,0.099525677,1,0.713406819,0,0.0
3862,0,1,1,7672.0,0,1,0,6,0.111743058,1,0.358269256,0,0.0
3863,0,2,1,9999.0,0,1,2,7,0.253719584,1,0.3392,0,1.0
3864,0,2,1,6556.0,0,1,1,24,0.066382337,1,0.505719079,0,0.0
3865,0,1,1,6639.66596413339,0,1,4,6,0.086183909,1,2481.0,0,0.0
3866,0,2,1,6568.0,0,1,0,8,0.065473073,1,0.420611965,0,0.0
3867,1,2,1,10000.0,0,1,0,7,0.756558002,1,0.505749425,0,6.0
3868,0,0,1,1920.0,0,1,2,0,0.9999999,1,0.0,0,0.0
3869,1,1,1,7000.0,1,1,0,11,0.988001263,1,0.468790173,0,2.0
3870,0,2,1,5416.0,0,1,0,6,0.0,1,0.440095994,0,2.0
3871,0,1,1,2083.0,0,1,0,13,0.038228751,1,0.285028791,0,0.0
3872,0,0,1,6639.66596413339,0,1,0,6,0.386110231,1,1655.0,0,0.0
3873,0,1,1,6000.0,0,1,1,3,0.001428503,1,0.196967172,0,0.0
3874,0,1,1,764.0,0,1,0,6,0.25916056,1,1.066666667,0,0.0
3875,0,0,1,6575.0,0,1,2,6,0.00466591,1,0.001672749,0,0.0
3876,0,0,1,4200.0,0,1,0,5,0.032355315,1,0.137824328,0,0.0
3877,0,2,1,3800.0,0,1,0,6,0.989400353,1,0.87424362,0,0.0
3878,0,0,1,6639.66596413339,0,1,2,3,0.569781975,1,122.0,0,1.0
3879,0,0,1,3000.0,0,1,4,5,0.206558688,1,0.322559147,0,0.0
3880,0,1,1,5880.0,0,1,0,27,0.822611262,1,1.030437001,0,5.0
3881,0,0,1,3412.0,0,1,0,4,0.111544837,1,0.018165837,0,1.0
3882,0,0,1,6639.66596413339,0,1,0,6,0.027382812,1,39.0,0,0.0
3883,0,1,1,6639.66596413339,0,1,4,6,0.010064772,1,1396.0,0,0.0
3884,0,0,1,6350.0,1,1,0,8,0.308857301,1,0.07447646,0,0.0
3885,0,2,1,4092.0,0,1,2,12,0.197200676,1,0.413633032,0,0.0
3886,0,1,1,6639.66596413339,0,1,0,7,0.025309794,1,3266.0,0,0.0
3887,0,0,1,3750.0,0,1,0,0,0.9999999,1,0.0,0,3.0
3888,0,0,1,700.0,0,1,0,3,0.0,1,0.27532097,0,0.0
3889,0,3,1,7950.0,0,1,0,11,0.9999999,1,0.834737769,0,1.0
3890,0,2,1,7527.0,0,1,0,12,0.30193233,1,0.57478746,0,0.0
3891,0,2,1,3166.0,0,1,1,3,1.0,1,0.931165141,0,0.0
3892,0,1,1,700.0,0,1,0,10,0.161181919,1,1.061340942,0,1.0
3893,0,0,1,5000.0,0,1,1,2,0.9999999,1,0.153169366,0,2.0
3894,0,1,1,15001.0,0,1,0,12,0.01476463,1,0.092787628,0,0.0
3895,1,1,1,6639.66596413339,1,1,0,8,1.00632683,1,3206.0,0,0.0
3896,0,1,1,7838.0,0,1,1,11,0.409070807,1,0.274652379,0,1.0
3897,0,1,1,2567.0,0,1,4,9,0.929255895,2,0.558411215,0,4.0
3898,0,0,1,2328.0,0,1,2,4,0.007129016,1,0.003434951,0,0.0
3899,0,0,1,6500.0,0,1,0,3,0.565783209,1,0.093370251,0,2.0
3900,0,2,1,6639.66596413339,0,1,1,10,0.190376609,1,3552.0,0,1.0
3901,0,1,1,10841.0,0,1,0,5,0.156469466,1,0.150894669,0,2.0
3902,0,0,1,1700.0,0,1,2,3,0.9999999,1,0.248677249,0,2.0
3903,0,2,1,3835.0,0,1,0,17,0.02702189,1,0.968717414,0,0.0
3904,0,1,1,5501.0,0,1,1,14,0.093250698,1,0.384405671,0,0.0
3905,0,0,1,670.0,0,1,2,1,0.36963037,3,0.016393443,0,0.0
3906,0,2,1,6400.0,0,1,5,15,0.050900784,1,0.396188096,0,3.0
3907,0,2,1,6639.66596413339,0,1,0,5,0.0,1,2868.0,0,0.0
3908,0,2,1,6000.0,0,1,0,13,0.15348421,1,0.459756707,0,0.0
3909,0,1,2,12750.0,0,1,2,3,0.007131829,1,0.141557525,0,0.0
3910,1,0,1,2745.0,0,1,2,0,0.9999999,1,0.008011653,0,3.0
3911,0,0,1,2916.0,0,1,2,3,0.0,1,0.0,0,0.0
3912,0,3,1,13000.0,0,1,1,16,0.495758174,1,0.522882855,0,0.0
3913,1,2,1,6639.66596413339,1,1,0,9,1.06185567,1,2170.0,0,0.0
3914,0,3,1,6000.0,0,1,0,16,0.171864225,1,1.152974504,0,0.0
3915,0,1,1,4910.0,0,1,0,9,0.553089997,1,0.450824679,0,2.0
3916,0,1,1,3500.0,0,1,1,18,0.188443923,1,0.570408455,0,1.0
3917,1,0,1,1100.0,0,2,0,5,0.004289295,1,0.003633061,0,0.0
3918,0,1,1,5072.0,0,1,0,9,0.304517771,1,0.449635324,0,0.0
3919,0,0,1,6639.66596413339,1,1,0,2,0.9999999,1,158.0,0,0.0
3920,0,2,1,11067.0,0,1,0,20,0.280343018,1,0.409288038,0,0.0
3921,0,0,1,3500.0,0,1,0,6,0.399554718,1,0.179377321,0,0.0
3922,0,0,1,4700.0,0,1,0,10,0.829475673,1,0.071899596,0,0.0
3923,0,1,1,3834.0,0,1,0,6,0.0,1,0.219556714,0,0.0
3924,0,2,1,6325.0,0,1,7,8,0.032993218,1,0.331172937,0,1.0
3925,1,3,1,25600.0,0,1,0,9,0.845686173,1,0.257958673,0,0.0
3926,0,2,1,10933.0,0,1,0,3,0.064129058,1,0.15017377,0,0.0
3927,0,0,1,10000.0,0,1,0,13,0.061176865,1,0.127687231,0,0.0
3928,0,1,1,4000.0,0,1,0,5,0.184564837,1,0.257185704,0,0.0
3929,0,1,1,6500.0,0,1,0,7,0.365649586,1,0.278418705,0,3.0
3930,1,0,1,7800.0,1,1,0,3,1.388611389,1,0.036021023,0,0.0
3931,0,0,1,2700.0,0,1,0,3,0.025316456,1,0.178082192,0,0.0
3932,0,1,1,8916.0,0,1,44,5,0.101437971,1,0.172703824,0,2.0
3933,0,0,1,6639.66596413339,0,1,0,6,0.026804124,1,9.0,1,0.0
3934,0,2,1,7700.0,0,1,1,21,0.487113996,1,0.681210232,0,2.0
3935,0,2,1,6639.66596413339,0,1,0,10,0.240219587,1,2849.0,0,3.0
3936,0,1,1,7200.0,0,1,0,11,0.419866617,1,0.402582975,0,6.0
3937,1,0,1,2871.0,0,1,3,1,0.9999999,1,0.027506964,0,1.0
3938,0,1,1,7273.0,0,1,0,4,0.523711492,1,0.17074512,0,2.0
3939,0,2,1,9739.0,0,1,0,28,0.00975251,1,0.340965092,0,1.0
3940,0,0,1,2745.0,0,1,0,1,0.057961359,1,0.000728332,1,0.0
3941,0,1,1,6018.0,0,1,9,8,0.226156646,1,0.23359362,0,0.0
3942,0,1,2,3500.0,0,1,3,5,0.181810967,1,0.620965438,0,0.0
3943,0,0,1,3166.0,0,1,0,4,0.351069686,1,0.090306284,0,1.0
3944,0,1,1,2900.0,0,1,1,9,0.212857304,1,0.960013788,0,3.0
3945,0,1,1,3000.0,0,1,2,11,0.39209475,1,0.678107298,0,3.0
3946,0,2,1,6639.66596413339,0,1,0,9,0.109578084,1,1736.0,0,0.0
3947,0,0,1,10416.0,0,1,3,4,0.9999999,1,3.439473937,0,0.0
3948,1,0,1,8000.0,0,1,0,19,0.201208056,2,0.112735908,0,1.0
3949,0,0,1,2500.0,0,1,0,8,0.9999999,1,0.135545782,0,0.0
3950,0,0,1,8214.0,0,1,1,6,0.016040975,1,0.016798539,0,0.0
3951,0,4,1,6639.66596413339,0,1,0,9,0.277681715,1,5955.0,0,5.0
3952,0,1,1,9750.0,0,1,0,14,0.140632881,1,0.526304994,0,1.0
3953,0,0,1,7472.0,0,1,3,6,0.005309979,1,0.058209554,0,0.0
3954,1,0,1,2300.0,0,1,0,0,0.9999999,1,0.0,0,0.0
3955,1,0,1,2570.0,0,1,0,4,1.041916168,1,0.113963438,0,3.0
3956,0,0,1,3000.0,0,1,0,3,0.061173533,1,0.08997001,0,0.0
3957,0,1,1,6000.0,0,1,0,7,0.129693515,1,0.425595734,0,0.0
3958,0,0,1,6639.66596413339,0,1,0,4,0.012524501,1,10.0,0,0.0
3959,0,1,2,1.0,0,1,0,6,0.061288243,1,1114.5,0,2.0
3960,0,1,1,6639.66596413339,0,1,2,1,0.9999999,1,839.0,0,0.0
3961,0,0,1,3752.0,0,1,2,0,0.9999999,1,0.0,0,0.0
3962,0,1,1,3100.0,0,1,2,8,0.030527806,1,0.182844244,0,0.0
3963,0,0,1,2557.0,0,1,13,3,0.211185584,1,0.022283034,0,0.0
3964,0,1,1,6639.66596413339,0,1,0,11,0.042737863,1,3041.0,0,0.0
3965,0,1,1,7100.0,0,1,0,3,0.0,1,0.046613153,0,3.0
3966,0,1,1,7433.0,0,1,0,12,0.040253329,1,0.401668012,0,2.0
3967,0,0,1,6639.66596413339,0,1,0,4,0.9999999,1,716.0,0,0.0
3968,0,0,1,6639.66596413339,0,1,2,2,0.015568752,1,277.0,0,0.0
3969,0,0,1,1860.0,0,1,0,3,1.011329557,1,0.306286943,0,0.0
3970,0,0,1,2680.0,0,1,0,1,0.9999999,1,0.0,0,1.0
3971,0,1,1,1.0,0,1,0,6,0.100855641,1,863.0,0,3.0
3972,0,0,1,11000.0,0,1,1,15,0.0,1,0.043632397,0,0.0
3973,0,0,1,3901.0,0,1,0,4,0.015778433,1,0.008969759,0,0.0
3974,0,2,1,3600.0,0,1,7,11,0.012142017,1,1.450430436,0,0.0
3975,0,1,1,5107.0,0,1,0,5,0.148070994,1,0.261942052,0,0.0
3976,0,2,1,10666.0,0,1,1,8,0.455845248,1,0.239617512,0,2.0
3977,0,0,1,1400.0,0,1,2,6,0.043194241,2,0.310492505,0,0.0
3978,0,0,1,15406.0,0,1,0,14,0.274970005,1,0.05880444,0,0.0
3979,0,2,1,6639.66596413339,0,1,0,10,0.006762776,1,3371.0,0,0.0
3980,0,0,1,5634.0,1,1,0,7,0.9999999,1,0.077728483,0,0.0
3981,0,1,1,4333.0,0,1,1,10,0.014968016,1,0.401938163,0,0.0
3982,0,1,1,4632.0,0,1,0,10,0.799216973,1,0.659831643,0,0.0
3983,0,1,1,4369.0,0,1,0,10,0.153528737,1,0.463844394,0,3.0
3984,0,1,1,8108.0,0,1,1,7,0.013155287,1,0.311135775,0,0.0
3985,0,0,1,4800.0,0,1,0,12,0.477848902,1,0.282232868,0,0.0
3986,1,1,1,7787.0,1,1,0,1,0.9999999,1,0.250128403,0,1.0
3987,0,4,1,9381.0,1,1,0,12,0.185032169,1,0.467704114,0,0.0
3988,0,1,2,7400.0,0,1,3,8,0.0,1,0.255506013,0,0.0
3989,0,2,1,7800.0,0,1,0,7,0.355681364,1,0.380592232,0,0.0
3990,0,1,1,6639.66596413339,0,1,1,12,0.972572735,1,3599.0,0,3.0
3991,0,2,1,4982.0,0,1,0,14,0.112550539,1,0.628135661,0,1.0
3992,0,1,1,2050.0,0,1,0,10,0.081005381,1,0.364212579,0,0.0
3993,0,3,1,6450.0,0,1,0,26,0.127228924,1,0.387691831,0,2.0
3994,0,0,1,3300.0,0,1,1,16,0.023477125,1,0.2753711,0,2.0
3995,0,0,1,2310.0,0,1,0,7,0.716197338,1,0.700562527,1,0.0
3996,0,1,1,4500.0,0,1,0,5,0.048520487,1,0.215507665,0,0.0
3997,0,0,1,2500.0,1,1,0,7,0.331157692,1,0.286285486,0,3.0
3998,0,0,1,2000.0,0,1,0,1,0.9999999,1,0.003498251,0,0.0
3999,0,1,1,3800.0,0,1,4,6,0.704323919,1,0.322020521,0,2.0
4000,0,1,1,3000.0,0,1,27,5,0.785541816,1,1.236921026,0,0.0
4001,0,2,1,6639.66596413339,0,1,2,4,0.0,1,3460.0,0,0.0
4002,0,1,1,7500.0,2,2,6,6,0.728787735,1,0.353819491,0,0.0
4003,0,1,1,6497.0,0,1,0,4,0.390841243,1,0.218220991,0,0.0
4004,0,3,1,9778.0,0,1,1,18,0.723247651,1,0.609162491,1,1.0
4005,0,0,1,6639.66596413339,0,1,0,6,0.056498431,1,345.0,0,0.0
4006,0,1,1,18200.0,0,1,1,9,0.007737536,1,0.129882973,0,0.0
4007,1,0,1,1760.0,0,1,9,0,0.9999999,1,0.0,0,0.0
4008,0,1,1,1700.0,0,1,1,4,0.9999999,1,0.734273956,0,4.0
4009,1,2,1,3700.0,0,1,0,11,0.906002725,1,0.726560389,0,0.0
4010,0,1,1,1606.0,0,1,0,7,1.45508982,1,1.565028002,0,0.0
4011,0,2,1,4787.0,0,1,2,16,0.98624357,1,0.465121136,0,0.0
4012,0,2,1,10108.0,0,1,1,6,0.9999999,1,0.584924325,0,2.0
4013,0,0,1,4250.0,0,1,0,6,0.005428313,1,0.011056222,0,0.0
4014,0,3,1,12500.0,0,1,0,11,0.174165305,1,0.312055036,0,0.0
4015,0,1,1,2500.0,0,1,1,2,0.099627307,1,0.43902439,0,0.0
4016,0,0,1,6639.66596413339,0,1,0,2,0.0,1,67.0,0,0.0
4017,1,1,1,1742.0,0,1,0,8,0.950401889,1,1.531841652,0,0.0
4018,0,1,1,2029.0,0,1,0,9,0.009430997,1,0.404926108,0,1.0
4019,0,1,1,6639.66596413339,0,1,3,6,0.016030749,1,3731.0,0,0.0
4020,0,0,1,6639.66596413339,0,1,0,0,0.9999999,1,68.0,2,0.0
4021,0,0,1,4100.0,0,1,3,10,0.484475671,1,0.228480858,0,4.0
4022,1,2,1,3000.0,2,1,3,7,0.9999999,1,1.689770077,0,3.0
4023,0,0,1,3000.0,0,1,17,2,0.222562052,1,0.126291236,0,3.0
4024,0,1,1,3500.0,0,1,1,15,0.007958262,1,0.415595544,0,0.0
4025,0,2,1,9625.0,0,1,0,7,0.168494735,1,0.344899231,0,1.0
4026,0,1,1,17978.0,0,1,2,13,0.07828062,1,0.171199733,0,0.0
4027,0,2,1,6639.66596413339,0,1,10,10,0.434292932,1,5493.0,0,3.0
4028,0,1,1,6639.66596413339,0,1,0,9,0.316398779,1,2021.0,0,0.7580948273206198
4029,0,0,1,6639.66596413339,0,1,6,7,0.0,1,2.0,0,0.0
4030,0,3,1,14500.0,0,1,2,14,0.0,1,0.718915937,0,0.0
4031,0,2,1,6639.66596413339,0,1,0,24,0.593381904,1,4229.0,1,3.0
4032,0,2,1,5416.0,0,1,0,9,0.737138504,1,0.665497508,1,1.0
4033,0,2,1,15000.0,0,1,1,15,0.951850088,1,0.284847677,1,2.0
4034,0,0,1,15000.0,0,1,2,12,0.027009613,1,0.105126325,0,4.0
4035,0,0,1,4323.0,0,1,0,7,0.767303546,1,0.226410731,0,0.0
4036,0,1,1,3300.0,0,1,2,6,0.036310231,1,0.514692517,0,0.0
4037,1,1,1,6000.0,0,1,3,3,0.0,1,0.230628229,0,0.0
4038,0,4,1,6700.0,0,1,1,10,0.0,1,0.45649903,0,0.0
4039,0,5,1,5417.0,0,1,0,17,0.022178103,1,1.132336656,0,0.0
4040,0,1,1,5477.0,0,1,1,6,0.013818401,1,0.148594378,0,1.0
4041,0,3,1,3618.0,0,1,0,16,0.216826619,1,0.854103343,1,2.0
4042,0,0,1,2700.0,0,1,0,5,0.938041306,1,0.153276564,0,0.0
4043,0,3,1,1500.0,0,1,0,9,0.0,1,1.326449034,0,0.0
4044,0,0,1,11000.0,0,1,0,13,0.020766155,1,0.009453686,0,0.0
4045,0,0,1,1000.0,0,1,0,3,0.196772291,1,0.108891109,0,1.0
4046,0,0,1,1450.0,0,1,0,8,0.546945305,1,0.281185389,0,0.0
4047,0,1,1,4100.0,0,1,30,11,0.245173099,1,0.518653987,0,0.0
4048,1,0,1,8800.0,2,1,1,10,0.472459271,1,0.04806272,0,1.0
4049,0,1,1,5000.0,0,1,0,9,0.37645182,1,0.970005999,0,2.0
4050,0,0,1,4545.0,0,2,0,1,0.001801639,1,0.0,0,1.0
4051,0,1,1,6001.0,0,1,0,7,0.0,2,0.159113629,0,3.0
4052,0,3,1,10000.0,0,1,1,18,0.102950576,1,0.252274773,0,3.0
4053,0,1,1,10300.0,0,1,0,8,0.006650464,1,0.344626735,0,1.0
4054,0,1,1,6639.66596413339,0,1,1,10,0.020054108,1,2102.0,0,0.0
4055,0,1,1,6151.0,0,1,1,11,0.013314886,1,0.019505852,0,0.0
4056,0,3,1,4853.0,0,1,0,9,0.38111904,1,0.927276473,0,2.0
4057,1,2,1,6200.0,0,1,0,14,0.29121458,1,0.617319787,0,0.0
4058,0,2,1,15916.0,0,1,1,15,0.102723214,1,0.260287743,0,3.0
4059,0,0,1,6639.66596413339,0,1,0,0,0.9999999,1,51.0,0,0.7580948273206198
4060,0,1,1,7824.0,0,1,16,7,0.258413962,1,0.224920128,0,1.0
4061,0,0,1,2900.0,0,1,1,4,0.9999999,1,0.276456394,0,0.0
4062,0,0,1,2316.0,0,1,0,5,0.000848459,1,0.000431593,0,0.0
4063,0,1,1,14499.0,0,1,0,6,0.101605726,3,0.156,0,2.0
4064,0,0,1,10500.0,0,1,0,16,0.035629915,1,0.024378631,1,0.0
4065,0,1,1,3500.0,0,1,0,7,0.10192376,1,0.327049414,0,1.0
4066,0,4,1,18000.0,0,1,1,33,0.124518833,1,0.41575468,0,1.0
